1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,0.988
1,1,1,1,1,1,1,0.968
1,1,1,1,1,1,1,0.979
1,1,1,1,1,1,1,0.97
1,1,1,1,1,1,1,0.983
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.989
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.995
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.969
1,1,1,1,1,1,1,0.9
1,1,1,1,1,1,1,0.986
1,1,1,1,1,1,1,0.932
1,1,1,1,1,1,1,0.927
1,1,1,1,1,1,1,0.975
1,1,1,1,1,1,1,0.901
1,1,1,1,1,1,1,0.986
1,1,1,1,1,1,1,0.837
1,1,1,1,1,1,1,0.829
1,1,1,1,1,1,1,0.874
1,1,1,1,1,1,1,0.845
1,1,1,1,1,1,1,0.911
1,1,1,1,1,1,1,0.87
1,1,1,1,1,1,1,0.702
1,1,1,1,1,1,1,0.69
1,1,1,1,1,1,1,0.734
1,1,1,1,1,1,1,0.751
1,1,1,1,1,1,1,0.739
1,1,1,1,1,1,1,0.968
1,1,1,1,1,1,1,0.706
1,1,1,1,1,1,1,0.822
1,1,1,1,1,1,1,0.73
1,1,1,1,1,1,1,0.973
1,1,1,1,1,1,1,0.741
1,1,1,1,1,1,1,0.803
1,1,1,1,1,1,1,0.96
1,1,1,1,1,1,1,0.849
1,1,1,1,1,1,1,0.653
1,1,1,1,1,1,1,0.672
1,1,1,1,1,1,1,0.707
1,1,1,1,1,1,1,0.813
1,1,1,1,1,1,1,0.738
1,1,1,1,1,1,1,0.651
1,1,1,1,1,1,1,0.652
1,1,1,1,1,1,1,0.796
1,1,1,1,1,1,1,0.916
1,1,1,1,1,1,1,0.716
1,1,1,1,1,1,1,0.91
1,1,1,1,1,1,1,0.734
1,1,1,1,1,1,1,0.641
1,1,1,1,1,1,1,0.656
1,1,1,1,1,1,1,0.689
1,1,1,1,1,1,1,0.83
1,1,1,1,1,1,1,0.965
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.911
1,1,1,1,1,1,1,0.938
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,0.994
1,1,1,1,1,1,1,0.988
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.964
1,1,1,1,1,1,0.969,0.946
1,1,1,1,1,1,0.955,0.95
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.99
1,1,1,1,1,1,1,0.989
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.983
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,0.821
1,1,1,1,1,1,1,0.994
1,1,1,1,1,1,1,0.803
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.948
1,1,1,1,1,1,1,0.996
1,1,1,1,1,1,1,0.988
1,1,1,1,1,1,1,0.772
1,1,1,1,1,1,1,0.839
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.937
1,1,1,1,1,1,1,0.967
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.627
1,1,1,1,1,1,1,0.793
1,1,1,1,1,1,1,0.634
1,1,1,1,1,1,1,0.84
1,1,1,1,1,1,1,0.878
1,1,1,1,1,1,1,0.857
1,1,1,1,1,1,1,0.625
1,1,1,1,1,1,1,0.641
1,1,1,1,1,1,1,0.924
1,1,1,1,1,1,1,0.809
1,1,1,1,1,1,1,0.635
1,1,1,1,1,1,1,0.631
1,1,1,1,1,1,1,0.634
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.619
1,1,1,1,1,1,1,0.597
1,1,1,1,1,1,1,0.935
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.611
1,1,1,1,1,1,1,0.827
1,1,1,1,1,1,1,0.624
1,1,1,1,1,1,1,0.841
1,1,1,1,1,1,1,0.613
1,1,1,1,1,1,1,0.634
1,1,1,1,1,1,1,0.667
1,1,1,1,1,1,1,0.69
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.996
1,1,1,1,1,1,1,0.993
1,1,1,1,1,1,1,0.992
1,1,1,1,1,1,1,0.991
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.996
1,1,1,1,1,1,1,0.99
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.957
1,1,1,1,1,1,1,0.973
1,1,1,1,1,1,1,0.965
1,1,1,1,1,1,1,0.967
1,1,1,1,1,1,1,0.972
1,1,1,1,1,1,1,0.971
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0.99
1,1,1,1,1,1,1,0.994
1,1,1,1,1,1,1,1
